Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Low Quality (1 Yes 0 No)
SRR9963291,AMPLICON,602,24353308,PRJNA559967,SAMN12565100,Metagenome or environmental,13505257,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710880,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P15k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963292,AMPLICON,602,21727986,PRJNA559967,SAMN12565100,Metagenome or environmental,12107980,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710879,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P15s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963293,AMPLICON,602,24087224,PRJNA559967,SAMN12565100,Metagenome or environmental,13693284,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710878,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P15p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963294,AMPLICON,602,30227022,PRJNA559967,SAMN12565100,Metagenome or environmental,17221995,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710877,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P33b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963295,AMPLICON,600,40366800,PRJNA559967,SAMN12565100,Metagenome or environmental,25351879,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710876,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P21y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963296,AMPLICON,602,30789892,PRJNA559967,SAMN12565100,Metagenome or environmental,18270323,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710875,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963297,AMPLICON,602,39355750,PRJNA559967,SAMN12565100,Metagenome or environmental,20927343,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710874,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963298,AMPLICON,602,23928898,PRJNA559967,SAMN12565100,Metagenome or environmental,13504523,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6710873,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S24b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963299,AMPLICON,602,27555346,PRJNA559967,SAMN12565100,Metagenome or environmental,16360675,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710872,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963300,AMPLICON,602,47105296,PRJNA559967,SAMN12565100,Metagenome or environmental,31422827,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710871,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963301,AMPLICON,600,59786400,PRJNA559967,SAMN12565100,Metagenome or environmental,38148016,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710870,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963302,AMPLICON,602,18590964,PRJNA559967,SAMN12565100,Metagenome or environmental,11070679,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6710869,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963303,AMPLICON,602,24047492,PRJNA559967,SAMN12565100,Metagenome or environmental,13721824,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6710868,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963304,AMPLICON,600,56408400,PRJNA559967,SAMN12565100,Metagenome or environmental,34983806,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710867,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963305,AMPLICON,600,53658600,PRJNA559967,SAMN12565100,Metagenome or environmental,35063654,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710866,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963306,AMPLICON,600,50832000,PRJNA559967,SAMN12565100,Metagenome or environmental,33095423,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710865,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963307,AMPLICON,600,49074000,PRJNA559967,SAMN12565100,Metagenome or environmental,32007606,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710864,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963308,AMPLICON,602,55264202,PRJNA559967,SAMN12565100,Metagenome or environmental,36851060,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710863,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963309,AMPLICON,600,85016400,PRJNA559967,SAMN12565100,Metagenome or environmental,54086997,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710862,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963310,AMPLICON,600,68794800,PRJNA559967,SAMN12565100,Metagenome or environmental,43990042,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710861,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963311,AMPLICON,600,62962200,PRJNA559967,SAMN12565100,Metagenome or environmental,39894230,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710860,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963312,AMPLICON,602,31993290,PRJNA559967,SAMN12565100,Metagenome or environmental,17201905,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710859,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P42y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963313,AMPLICON,602,27886446,PRJNA559967,SAMN12565100,Metagenome or environmental,15077664,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710858,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P4p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963314,AMPLICON,602,18987682,PRJNA559967,SAMN12565100,Metagenome or environmental,10387240,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710857,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P4m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963315,AMPLICON,602,29115730,PRJNA559967,SAMN12565100,Metagenome or environmental,15683657,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710856,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S36b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963316,AMPLICON,602,33291202,PRJNA559967,SAMN12565100,Metagenome or environmental,18267468,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710855,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963317,AMPLICON,602,32370142,PRJNA559967,SAMN12565100,Metagenome or environmental,17239215,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710854,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963318,AMPLICON,602,25649414,PRJNA559967,SAMN12565100,Metagenome or environmental,13655854,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710853,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963319,AMPLICON,602,26788398,PRJNA559967,SAMN12565100,Metagenome or environmental,14281093,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710852,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963320,AMPLICON,602,27533674,PRJNA559967,SAMN12565100,Metagenome or environmental,14756629,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710851,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P4k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963321,AMPLICON,602,38672480,PRJNA559967,SAMN12565100,Metagenome or environmental,20961101,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710850,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P4g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963322,AMPLICON,602,20183856,PRJNA559967,SAMN12565100,Metagenome or environmental,10834824,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710849,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P4b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963323,AMPLICON,602,33734274,PRJNA559967,SAMN12565100,Metagenome or environmental,19805316,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710848,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963324,AMPLICON,602,33426652,PRJNA559967,SAMN12565100,Metagenome or environmental,17888856,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710847,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S36s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963325,AMPLICON,602,25764998,PRJNA559967,SAMN12565100,Metagenome or environmental,13884468,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710846,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S36y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963326,AMPLICON,602,20800304,PRJNA559967,SAMN12565100,Metagenome or environmental,11445398,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710845,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963327,AMPLICON,602,30685144,PRJNA559967,SAMN12565100,Metagenome or environmental,16938560,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710844,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963328,AMPLICON,602,27797350,PRJNA559967,SAMN12565100,Metagenome or environmental,14858659,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710843,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963329,AMPLICON,602,24345482,PRJNA559967,SAMN12565100,Metagenome or environmental,13402480,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710842,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963330,AMPLICON,602,24739792,PRJNA559967,SAMN12565100,Metagenome or environmental,13232410,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710841,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963331,AMPLICON,602,39312406,PRJNA559967,SAMN12565100,Metagenome or environmental,21572117,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710840,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963332,AMPLICON,602,27693806,PRJNA559967,SAMN12565100,Metagenome or environmental,15291962,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710839,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P40s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963333,AMPLICON,602,20867126,PRJNA559967,SAMN12565100,Metagenome or environmental,11552500,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710838,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P40y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963334,AMPLICON,602,22660484,PRJNA559967,SAMN12565100,Metagenome or environmental,12312150,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710837,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963335,AMPLICON,602,20829200,PRJNA559967,SAMN12565100,Metagenome or environmental,11319522,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710836,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S35y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963336,AMPLICON,602,19383798,PRJNA559967,SAMN12565100,Metagenome or environmental,10659705,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710835,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P41b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963337,AMPLICON,602,20263320,PRJNA559967,SAMN12565100,Metagenome or environmental,11540766,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6710834,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S30m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963338,AMPLICON,602,37178918,PRJNA559967,SAMN12565100,Metagenome or environmental,21450357,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6710833,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S30p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963339,AMPLICON,600,50782800,PRJNA559967,SAMN12565100,Metagenome or environmental,32921054,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710832,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S16m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963340,AMPLICON,602,21258426,PRJNA559967,SAMN12565100,Metagenome or environmental,12360992,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710831,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P36p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963341,AMPLICON,602,23046968,PRJNA559967,SAMN12565100,Metagenome or environmental,13226450,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710830,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P36s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963342,AMPLICON,602,73734164,PRJNA559967,SAMN12565100,Metagenome or environmental,49199414,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710829,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S16k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963343,AMPLICON,602,25978106,PRJNA559967,SAMN12565100,Metagenome or environmental,14825087,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710828,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P36m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963344,AMPLICON,602,34350722,PRJNA559967,SAMN12565100,Metagenome or environmental,20337085,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710827,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S30g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963345,AMPLICON,602,28178416,PRJNA559967,SAMN12565100,Metagenome or environmental,16183369,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710826,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S30k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963346,AMPLICON,602,34261024,PRJNA559967,SAMN12565100,Metagenome or environmental,19015725,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710825,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P36y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963347,AMPLICON,602,22824228,PRJNA559967,SAMN12565100,Metagenome or environmental,13056084,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710824,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S30b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
