Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,Sample Name,Source_material_ID,SRA Study
SRR10299018,AMPLICON,500,115500,PRJNA577959,SAMN13042945,Metagenome or environmental,167498,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011839,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,79CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,79CB-F-biological replicate 2,79CB,cord blood,SRP226041
SRR10299019,AMPLICON,500,83884000,PRJNA577959,SAMN13042944,Metagenome or environmental,58480478,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011838,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,78VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,78VRS-F-biological replicate 2,78VRS,vagina-rectal swabs,SRP226041
SRR10299020,AMPLICON,500,7525500,PRJNA577959,SAMN13042943,Metagenome or environmental,5418079,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011837,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,78P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,78P2-biological replicate 3,78P2,placental sample,SRP226041
SRR10299021,AMPLICON,500,15655500,PRJNA577959,SAMN13042942,Metagenome or environmental,11253735,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011836,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,78P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,78P1-biological replicate 2,78P1,placental sample,SRP226041
SRR10299022,AMPLICON,500,1930500,PRJNA577959,SAMN13042941,Metagenome or environmental,1466686,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011835,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,78MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,78MB-F-biological replicate 2,78MB,maternal blood,SRP226041
SRR10299023,AMPLICON,500,2469500,PRJNA577959,SAMN13042940,Metagenome or environmental,1854874,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011834,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,78CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,78CB-F-biological replicate 2,78CB,cord blood,SRP226041
SRR10299024,AMPLICON,502,41903446,PRJNA577959,SAMN13042751,Metagenome or environmental,26941397,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011833,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,29Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,29PLAC-biological replicate 2,29Plac2,placental sample,SRP226041
SRR10299025,AMPLICON,500,150569500,PRJNA577959,SAMN13042939,Metagenome or environmental,105706093,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011832,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,77VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,77VRS-F-biological replicate 2,77VRS,vagina-rectal swabs,SRP226041
SRR10299026,AMPLICON,500,9695500,PRJNA577959,SAMN13042938,Metagenome or environmental,7005401,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7011831,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,77P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,77P2-biological replicate 2,77P2,placental sample,SRP226041
SRR10299027,AMPLICON,500,10147000,PRJNA577959,SAMN13042937,Metagenome or environmental,7266457,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011830,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,77P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,77P1-biological replicate 3,77P1,placental sample,SRP226041
SRR10299028,AMPLICON,500,1026500,PRJNA577959,SAMN13042936,Metagenome or environmental,824177,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011829,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,77MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,77MB-F-biological replicate 2,77MB,maternal blood,SRP226041
SRR10299029,AMPLICON,500,643000,PRJNA577959,SAMN13042935,Metagenome or environmental,543888,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011828,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,77CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,77CB-F-biological replicate 2,77CB,cord blood,SRP226041
SRR10299030,AMPLICON,500,88141500,PRJNA577959,SAMN13042934,Metagenome or environmental,63686604,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011827,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,76VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,76VRS-F-biological replicate 2,76VRS,vagina-rectal swabs,SRP226041
SRR10299031,AMPLICON,500,12685500,PRJNA577959,SAMN13042933,Metagenome or environmental,9061644,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011826,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,76P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,76P2-biological replicate 3,76P2,placental sample,SRP226041
SRR10299032,AMPLICON,500,2750000,PRJNA577959,SAMN13042932,Metagenome or environmental,2052275,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011825,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,76P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,76P1-biological replicate 2,76P1,placental sample,SRP226041
SRR10299033,AMPLICON,500,439500,PRJNA577959,SAMN13042931,Metagenome or environmental,399638,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011824,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,76MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,76MB-F-biological replicate 2,76MB,maternal blood,SRP226041
SRR10299034,AMPLICON,500,1136000,PRJNA577959,SAMN13042930,Metagenome or environmental,899820,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011823,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,76CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,76CB-F-biological replicate 2,76CB,cord blood,SRP226041
SRR10299035,AMPLICON,502,37498396,PRJNA577959,SAMN13042750,Metagenome or environmental,24504927,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011822,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,29Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,29PLAC-biological replicate 1,29Plac1,placental sample,SRP226041
SRR10299036,AMPLICON,502,13115252,PRJNA577959,SAMN13042732,Metagenome or environmental,8755971,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011821,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,23Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,23PLAC-biological replicate 1,23Plac1,placental sample,SRP226041
SRR10299037,AMPLICON,500,5000,PRJNA577959,SAMN13043180,Metagenome or environmental,82095,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011820,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSKitC2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK81-biological replicate 1,PBSKitC2,not applicable,SRP226041
SRR10299038,AMPLICON,502,54549328,PRJNA577959,SAMN13042775,Metagenome or environmental,34557379,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011819,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,43Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,43PLAC-biological replicate 1,43Plac1,placental sample,SRP226041
SRR10299039,AMPLICON,500,10500,PRJNA577959,SAMN13043179,Metagenome or environmental,85950,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011818,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSKitC1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK80-biological replicate 1,PBSKitC1,not applicable,SRP226041
SRR10299040,AMPLICON,500,13500,PRJNA577959,SAMN13043178,Metagenome or environmental,88294,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011817,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,OR-A4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK79-biological replicate 1,OR-A4,not applicable,SRP226041
SRR10299041,AMPLICON,500,50000,PRJNA577959,SAMN13043177,Metagenome or environmental,111873,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011816,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,OR-A3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK78-biological replicate 1,OR-A3,not applicable,SRP226041
SRR10299042,AMPLICON,500,19000,PRJNA577959,SAMN13043176,Metagenome or environmental,91337,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011815,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,OR-A2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK77-biological replicate 1,OR-A2,not applicable,SRP226041
SRR10299043,AMPLICON,500,4500,PRJNA577959,SAMN13043175,Metagenome or environmental,81894,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011814,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,OR-A1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK76-biological replicate 1,OR-A1,not applicable,SRP226041
SRR10299044,AMPLICON,500,23000,PRJNA577959,SAMN13043174,Metagenome or environmental,93516,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011813,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,MGWKitD2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK75-biological replicate 1,MGWKitD2,not applicable,SRP226041
SRR10299045,AMPLICON,500,16000,PRJNA577959,SAMN13043173,Metagenome or environmental,89660,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011812,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,MGWKitD1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,BK74-biological replicate 1,MGWKitD1,not applicable,SRP226041
SRR10299046,AMPLICON,500,6000,PRJNA577959,SAMN13043172,Metagenome or environmental,82866,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011811,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Hood4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK73-biological replicate 1,Hood4,not applicable,SRP226041
SRR10299047,AMPLICON,500,32000,PRJNA577959,SAMN13043171,Metagenome or environmental,99810,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011810,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Hood2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK72-biological replicate 1,Hood2,not applicable,SRP226041
SRR10299048,AMPLICON,500,31000,PRJNA577959,SAMN13043170,Metagenome or environmental,99770,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011809,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHSeq3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK71-biological replicate 1,EtOHSeq3,not applicable,SRP226041
SRR10299049,AMPLICON,502,54024236,PRJNA577959,SAMN13042774,Metagenome or environmental,34362766,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011808,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,43Mat-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,43MAT-biological replicate 1,43Mat-Bld,maternal blood,SRP226041
SRR10299050,AMPLICON,500,10500,PRJNA577959,SAMN13043169,Metagenome or environmental,85665,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011807,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHSeq2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK70-biological replicate 1,EtOHSeq2,not applicable,SRP226041
SRR10299051,AMPLICON,500,49500,PRJNA577959,SAMN13043168,Metagenome or environmental,111516,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011806,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHSeq1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK69-biological replicate 1,EtOHSeq1,not applicable,SRP226041
SRR10299052,AMPLICON,500,23000,PRJNA577959,SAMN13043167,Metagenome or environmental,93886,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011805,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKitD2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK68-biological replicate 1,EtOHKitD2,not applicable,SRP226041
SRR10299053,AMPLICON,500,5000,PRJNA577959,SAMN13043166,Metagenome or environmental,82247,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011804,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKitD1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK67-biological replicate 1,EtOHKitD1,not applicable,SRP226041
SRR10299054,AMPLICON,500,7500,PRJNA577959,SAMN13043165,Metagenome or environmental,84347,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011803,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKitC2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK66-biological replicate 1,EtOHKitC2,not applicable,SRP226041
SRR10299055,AMPLICON,500,14500,PRJNA577959,SAMN13043164,Metagenome or environmental,88762,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011802,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKitC1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK65-biological replicate 1,EtOHKitC1,not applicable,SRP226041
SRR10299056,AMPLICON,500,19000,PRJNA577959,SAMN13043163,Metagenome or environmental,91287,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011801,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKit2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK64-biological replicate 1,EtOHKit2,not applicable,SRP226041
SRR10299057,AMPLICON,500,32500,PRJNA577959,SAMN13043162,Metagenome or environmental,100859,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011800,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOHKit1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK63-biological replicate 1,EtOHKit1,not applicable,SRP226041
SRR10299058,AMPLICON,500,6000,PRJNA577959,SAMN13043161,Metagenome or environmental,83256,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011799,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOH-20_2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK62-biological replicate 1,EtOH-20_2,not applicable,SRP226041
SRR10299059,AMPLICON,500,18000,PRJNA577959,SAMN13043160,Metagenome or environmental,91063,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011798,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,EtOH-20_1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK61-biological replicate 1,EtOH-20_1,not applicable,SRP226041
SRR10299060,AMPLICON,502,84466520,PRJNA577959,SAMN13042773,Metagenome or environmental,54745544,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011797,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,43Crd-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,43CRD-biological replicate 1,43Crd-Bld,cord blood,SRP226041
SRR10299061,AMPLICON,500,16500,PRJNA577959,SAMN13043159,Metagenome or environmental,89826,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011796,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Bowl4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK60-biological replicate 1,Bowl4,not applicable,SRP226041
SRR10299062,AMPLICON,500,10000,PRJNA577959,SAMN13043158,Metagenome or environmental,85212,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011795,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Bowl3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK59-biological replicate 1,Bowl3,not applicable,SRP226041
SRR10299063,AMPLICON,500,5000,PRJNA577959,SAMN13043157,Metagenome or environmental,82314,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011794,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Bowl2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK58-biological replicate 1,Bowl2,not applicable,SRP226041
SRR10299064,AMPLICON,500,3000,PRJNA577959,SAMN13043156,Metagenome or environmental,81113,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7011793,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Bowl1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK57-biological replicate 1,Bowl1,not applicable,SRP226041
SRR10299065,AMPLICON,500,155659500,PRJNA577959,SAMN13042929,Metagenome or environmental,110111607,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7011792,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,74VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,74VRS-F-biological replicate 2,74VRS,vagina-rectal swabs,SRP226041
SRR10299066,AMPLICON,500,1402500,PRJNA577959,SAMN13042928,Metagenome or environmental,1086736,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011791,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,74P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,74P2-biological replicate 3,74P2,placental sample,SRP226041
SRR10299067,AMPLICON,500,932000,PRJNA577959,SAMN13042927,Metagenome or environmental,751759,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011790,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,74P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,74P1-biological replicate 2,74P1,placental sample,SRP226041
SRR10299068,AMPLICON,500,437500,PRJNA577959,SAMN13042926,Metagenome or environmental,400135,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011789,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,74MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,74MB-F-biological replicate 2,74MB,maternal blood,SRP226041
SRR10299069,AMPLICON,500,358000,PRJNA577959,SAMN13042925,Metagenome or environmental,344353,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7011788,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,74CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,74CB-F-biological replicate 2,74CB,cord blood,SRP226041
SRR10299070,AMPLICON,500,124259500,PRJNA577959,SAMN13042924,Metagenome or environmental,89308070,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011787,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,73VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,73VRS-F-biological replicate 2,73VRS,vagina-rectal swabs,SRP226041
