Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Identifier
SRR5962406,AMPLICON,501,29458218,PRJNA397876,SAMN07527006,Metagenome or environmental,17543167,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120421,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,9V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,8V,SRP116027,
SRR5962407,AMPLICON,501,38778367,PRJNA397876,SAMN07527005,Metagenome or environmental,21269275,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120420,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,9AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,8AC,SRP116027,
SRR5962408,AMPLICON,501,37065574,PRJNA397876,SAMN07527091,Metagenome or environmental,22454383,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120419,USA,North America,USA: Detroit,laboratory,Illumina MiSeq,37.36666 N 80.53333 W,7Room5,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,7Room5,SRP116027,
SRR5962409,AMPLICON,501,31856757,PRJNA397876,SAMN07527021,Metagenome or environmental,18534148,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120417,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,17AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,16AC,SRP116027,
SRR5962410,AMPLICON,501,40653308,PRJNA397876,SAMN07527024,Metagenome or environmental,23212179,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120416,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,18V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,17V,SRP116027,
SRR5962411,AMPLICON,501,25340371,PRJNA397876,SAMN07527023,Metagenome or environmental,14187086,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120415,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,18AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,17AC,SRP116027,
SRR5962412,AMPLICON,501,36548216,PRJNA397876,SAMN07527022,Metagenome or environmental,22276666,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120418,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,17V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,16V,SRP116027,
SRR5962413,AMPLICON,501,41746743,PRJNA397876,SAMN07527026,Metagenome or environmental,23269422,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120414,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,19V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,18V,SRP116027,
SRR5962414,AMPLICON,500,22635535,PRJNA397876,SAMN07527025,Metagenome or environmental,12956617,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120413,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,19AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,18AC,SRP116027,
SRR5962415,AMPLICON,501,42165901,PRJNA397876,SAMN07527028,Metagenome or environmental,25025185,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120412,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,20V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,19V,SRP116027,
SRR5962416,AMPLICON,501,37552733,PRJNA397876,SAMN07527027,Metagenome or environmental,24554973,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120411,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,20AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,19AC,SRP116027,
SRR5962417,AMPLICON,501,35732366,PRJNA397876,SAMN07527029,Metagenome or environmental,19997837,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120409,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,21AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,20AC,SRP116027,
SRR5962418,AMPLICON,501,35914804,PRJNA397876,SAMN07527048,Metagenome or environmental,19962134,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120408,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,30V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,30V,SRP116027,
SRR5962419,AMPLICON,501,29833305,PRJNA397876,SAMN07527047,Metagenome or environmental,16305833,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120407,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,30AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,30AC,SRP116027,
SRR5962420,AMPLICON,501,29769235,PRJNA397876,SAMN07527030,Metagenome or environmental,17151824,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120410,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,21V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,20V,SRP116027,
SRR5962421,AMPLICON,501,27611859,PRJNA397876,SAMN07527046,Metagenome or environmental,14798230,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120406,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,29V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,29V,SRP116027,
SRR5962422,AMPLICON,501,29721904,PRJNA397876,SAMN07527045,Metagenome or environmental,16479473,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120405,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,29AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,29AC,SRP116027,
SRR5962423,AMPLICON,501,25721270,PRJNA397876,SAMN07527044,Metagenome or environmental,15028853,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120404,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,28V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,28V,SRP116027,
SRR5962424,AMPLICON,501,21540898,PRJNA397876,SAMN07527043,Metagenome or environmental,12037659,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120403,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,28AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,28AC,SRP116027,
SRR5962425,AMPLICON,501,23057776,PRJNA397876,SAMN07527041,Metagenome or environmental,13750711,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120401,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,27AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,27AC,SRP116027,
SRR5962426,AMPLICON,501,32367461,PRJNA397876,SAMN07527050,Metagenome or environmental,20402039,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120400,USA,North America,USA: Detroit,operating room,Illumina MiSeq,37.36666 N 80.53333 W,OR1B_2,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,OR1B_2,SRP116027,
SRR5962427,AMPLICON,501,34388928,PRJNA397876,SAMN07527049,Metagenome or environmental,20949051,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120399,USA,North America,USA: Detroit,operating room,Illumina MiSeq,37.36666 N 80.53333 W,OR1A_1,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,OR1A_1,SRP116027,
SRR5962428,AMPLICON,501,15954584,PRJNA397876,SAMN07527042,Metagenome or environmental,8563787,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120402,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,27V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,27V,SRP116027,
SRR5962429,AMPLICON,501,29484402,PRJNA397876,SAMN07526992,Metagenome or environmental,17891311,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120398,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,1V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,1V,SRP116027,
SRR5962430,AMPLICON,501,7172156,PRJNA397876,SAMN07526991,Metagenome or environmental,4844858,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120397,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,1AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,1AC,SRP116027,
SRR5962431,AMPLICON,501,53546948,PRJNA397876,SAMN07526994,Metagenome or environmental,30391693,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120396,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,2V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,2V,SRP116027,
SRR5962432,AMPLICON,501,32221637,PRJNA397876,SAMN07526993,Metagenome or environmental,18501957,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120395,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,2AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,2AC,SRP116027,
SRR5962433,AMPLICON,501,11634611,PRJNA397876,SAMN07526995,Metagenome or environmental,6631662,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120393,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,3AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,3AC,SRP116027,
SRR5962434,AMPLICON,501,28257628,PRJNA397876,SAMN07526998,Metagenome or environmental,15714515,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120392,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,4V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,4V,SRP116027,
SRR5962435,AMPLICON,501,45231661,PRJNA397876,SAMN07526997,Metagenome or environmental,27435516,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120391,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,4AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,4AC,SRP116027,
SRR5962436,AMPLICON,501,40630189,PRJNA397876,SAMN07526996,Metagenome or environmental,23674273,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120394,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,3V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,3V,SRP116027,
SRR5962437,AMPLICON,501,43970548,PRJNA397876,SAMN07527000,Metagenome or environmental,22788206,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120390,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,5V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,5V,SRP116027,
SRR5962438,AMPLICON,501,39682118,PRJNA397876,SAMN07526999,Metagenome or environmental,21509428,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120389,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,5AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,5AC,SRP116027,
SRR5962439,AMPLICON,501,33537329,PRJNA397876,SAMN07527013,Metagenome or environmental,20296302,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120388,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,13AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,12AC,SRP116027,
SRR5962440,AMPLICON,501,36406516,PRJNA397876,SAMN07527014,Metagenome or environmental,20983275,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120387,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,13V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,12V,SRP116027,
SRR5962441,AMPLICON,501,1840630,PRJNA397876,SAMN07527012,Metagenome or environmental,1194575,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120385,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,12V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,11V,SRP116027,
SRR5962442,AMPLICON,501,23626853,PRJNA397876,SAMN07527017,Metagenome or environmental,14445050,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120384,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,15AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,14AC,SRP116027,
SRR5962443,AMPLICON,501,32678933,PRJNA397876,SAMN07527018,Metagenome or environmental,17770332,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120383,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,15V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,14V,SRP116027,
SRR5962444,AMPLICON,501,44982671,PRJNA397876,SAMN07527011,Metagenome or environmental,25104179,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120386,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,12AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,11AC,SRP116027,
SRR5962445,AMPLICON,501,28810615,PRJNA397876,SAMN07527015,Metagenome or environmental,16436267,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120382,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,14AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,13AC,SRP116027,
SRR5962446,AMPLICON,501,41147774,PRJNA397876,SAMN07527016,Metagenome or environmental,22436079,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120381,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,14V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,13V,SRP116027,
SRR5962447,AMPLICON,501,34006684,PRJNA397876,SAMN07527019,Metagenome or environmental,20612787,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120380,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,16AC,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,15AC,SRP116027,
SRR5962448,AMPLICON,500,33104530,PRJNA397876,SAMN07527020,Metagenome or environmental,20793004,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3120379,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,16V,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-01-01T00:00:00Z,15V,SRP116027,
SRR7946012,AMPLICON,501,7661072,PRJNA397876,SAMN10138246,Metagenome or environmental,4403879,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780270,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_12,SRP116027,120
SRR7946013,AMPLICON,501,21558196,PRJNA397876,SAMN10138245,Metagenome or environmental,11852016,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780269,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_11,SRP116027,119
SRR7946014,AMPLICON,501,13549,PRJNA397876,SAMN10138240,Metagenome or environmental,91092,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780268,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_7,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_7,SRP116027,114
SRR7946015,AMPLICON,501,1358266,PRJNA397876,SAMN10138239,Metagenome or environmental,994314,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780267,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_6,SRP116027,113
SRR7946016,AMPLICON,501,17050,PRJNA397876,SAMN10138238,Metagenome or environmental,93065,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780266,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_5,SRP116027,112
SRR7946017,AMPLICON,501,17066,PRJNA397876,SAMN10138237,Metagenome or environmental,92577,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780265,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_4,SRP116027,111
SRR7946018,AMPLICON,501,35283101,PRJNA397876,SAMN10138244,Metagenome or environmental,19836093,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780264,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_10,SRP116027,118
SRR7946019,AMPLICON,501,39310413,PRJNA397876,SAMN10138243,Metagenome or environmental,22357785,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780263,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_1,SRP116027,117
SRR7946020,AMPLICON,501,1105914,PRJNA397876,SAMN10138242,Metagenome or environmental,837106,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780262,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_9,SRP116027,116
SRR7946021,AMPLICON,501,37116,PRJNA397876,SAMN10138241,Metagenome or environmental,108276,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780261,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_8,SRP116027,115
SRR7946022,AMPLICON,501,4367578,PRJNA397876,SAMN10138164,Metagenome or environmental,2741270,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780260,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B3_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B3_1,SRP116027,38
SRR7946023,AMPLICON,501,20265721,PRJNA397876,SAMN10138162,Metagenome or environmental,13150436,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780258,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B2_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B2_3,SRP116027,36
SRR7946024,AMPLICON,501,7869873,PRJNA397876,SAMN10138161,Metagenome or environmental,5344264,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780257,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B2_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B2_2,SRP116027,35
SRR7946025,AMPLICON,500,9037814,PRJNA397876,SAMN10138160,Metagenome or environmental,5665360,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780256,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B2_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B2_1,SRP116027,34
SRR7946026,AMPLICON,501,31925744,PRJNA397876,SAMN10138163,Metagenome or environmental,20722678,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780259,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B2_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B2_4,SRP116027,37
