Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study,Host,isolation_source
SRR7048790,AMPLICON,502,78814,PRJNA451186,SAMN08963484,Metagenome or environmental,132259,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980350,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP09_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP09,2018-04-20T00:00:00Z,MP09,SRP141397,Homo sapiens,
SRR7048791,AMPLICON,502,4299630,PRJNA451186,SAMN08963485,Metagenome or environmental,3089697,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980349,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP10_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP10,2018-04-20T00:00:00Z,MP10,SRP141397,Homo sapiens,
SRR7048792,AMPLICON,502,164656,PRJNA451186,SAMN08963486,Metagenome or environmental,191101,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980348,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP11_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP11,2018-04-20T00:00:00Z,MP11,SRP141397,Homo sapiens,
SRR7048793,AMPLICON,502,123994,PRJNA451186,SAMN08963487,Metagenome or environmental,165682,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980347,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP12_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP12,2018-04-20T00:00:00Z,MP12,SRP141397,Homo sapiens,
SRR7048794,WGS,217,5016087,PRJNA451186,SAMN08963666,Metagenome or environmental,2151581,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980346,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,VS09_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,VS09,2018-04-20T00:00:00Z,VS09,SRP141397,Homo sapiens,
SRR7048795,WGS,230,6566080,PRJNA451186,SAMN08963667,Metagenome or environmental,2843597,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980345,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,VS10_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,VS10,2018-04-20T00:00:00Z,VS10,SRP141397,Homo sapiens,
SRR7048796,WGS,210,11121880,PRJNA451186,SAMN08963412,Metagenome or environmental,6117404,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980344,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP47_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP47,2018-04-20T00:00:00Z,FP47,SRP141397,Homo sapiens,
SRR7048797,AMPLICON,502,869966,PRJNA451186,SAMN08963339,Metagenome or environmental,631662,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980343,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS25_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS25,2018-04-20T00:00:00Z,AS25,SRP141397,,air swab in delivery room
SRR7048798,AMPLICON,502,1319256,PRJNA451186,SAMN08963338,Metagenome or environmental,920963,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980342,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS24_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS24,2018-04-20T00:00:00Z,AS24,SRP141397,,air swab in delivery room
SRR7048799,AMPLICON,502,2481386,PRJNA451186,SAMN08963337,Metagenome or environmental,1669932,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980341,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS23_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS23,2018-04-20T00:00:00Z,AS23,SRP141397,,air swab in delivery room
SRR7048800,AMPLICON,502,4654544,PRJNA451186,SAMN08963336,Metagenome or environmental,3183214,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980340,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS22_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS22,2018-04-20T00:00:00Z,AS22,SRP141397,,air swab in delivery room
SRR7048801,AMPLICON,502,6920070,PRJNA451186,SAMN08963335,Metagenome or environmental,4353060,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980339,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS21_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS21,2018-04-20T00:00:00Z,AS21,SRP141397,,air swab in delivery room
SRR7048802,AMPLICON,502,1612424,PRJNA451186,SAMN08963334,Metagenome or environmental,1093822,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980338,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS20_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS20,2018-04-20T00:00:00Z,AS20,SRP141397,,air swab in delivery room
SRR7048803,AMPLICON,502,2308698,PRJNA451186,SAMN08963333,Metagenome or environmental,1554286,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980337,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS19_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS19,2018-04-20T00:00:00Z,AS19,SRP141397,,air swab in delivery room
SRR7048804,AMPLICON,502,1693748,PRJNA451186,SAMN08963332,Metagenome or environmental,1137293,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3980336,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS18_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS18,2018-04-20T00:00:00Z,AS18,SRP141397,,air swab in delivery room
SRR7048805,AMPLICON,502,2613914,PRJNA451186,SAMN08963331,Metagenome or environmental,1876867,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980335,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS17_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS17,2018-04-20T00:00:00Z,AS17,SRP141397,,air swab in delivery room
SRR7048806,AMPLICON,502,3504462,PRJNA451186,SAMN08963330,Metagenome or environmental,2279981,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980334,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS16_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS16,2018-04-20T00:00:00Z,AS16,SRP141397,,air swab in delivery room
SRR7048807,WGS,197,8883049,PRJNA451186,SAMN08963410,Metagenome or environmental,4695586,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980333,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP45_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP45,2018-04-20T00:00:00Z,FP45,SRP141397,Homo sapiens,
SRR7048808,WGS,195,7350604,PRJNA451186,SAMN08963409,Metagenome or environmental,3915001,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980332,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP44_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP44,2018-04-20T00:00:00Z,FP44,SRP141397,Homo sapiens,
SRR7048809,WGS,204,20773040,PRJNA451186,SAMN08963408,Metagenome or environmental,11233978,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980331,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP43_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP43,2018-04-20T00:00:00Z,FP43,SRP141397,Homo sapiens,
SRR7048810,WGS,210,6097642,PRJNA451186,SAMN08963407,Metagenome or environmental,3291789,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980330,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP42_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP42,2018-04-20T00:00:00Z,FP42,SRP141397,Homo sapiens,
SRR7048811,WGS,210,8373539,PRJNA451186,SAMN08963406,Metagenome or environmental,4618888,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980329,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP41_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP41,2018-04-20T00:00:00Z,FP41,SRP141397,Homo sapiens,
SRR7048812,WGS,135,13318216,PRJNA451186,SAMN08963365,Metagenome or environmental,6800401,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980328,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B9_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B9,2018-04-20T00:00:00Z,FP.B9,SRP141397,,laboratory sample
SRR7048813,WGS,150,12438117,PRJNA451186,SAMN08963364,Metagenome or environmental,6057978,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980327,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B8_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B8,2018-04-20T00:00:00Z,FP.B8,SRP141397,,laboratory sample
SRR7048814,WGS,133,6612957,PRJNA451186,SAMN08963363,Metagenome or environmental,3426781,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980326,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B7_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B7,2018-04-20T00:00:00Z,FP.B7,SRP141397,,laboratory sample
SRR7048815,WGS,138,2985391,PRJNA451186,SAMN08963362,Metagenome or environmental,1586099,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980325,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B6_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B6,2018-04-20T00:00:00Z,FP.B6,SRP141397,,laboratory sample
SRR7048816,WGS,177,2807535,PRJNA451186,SAMN08963357,Metagenome or environmental,1519381,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980324,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B11_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B11,2018-04-20T00:00:00Z,FP.B11,SRP141397,,laboratory sample
SRR7048817,WGS,127,25641163,PRJNA451186,SAMN08963356,Metagenome or environmental,12739099,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980323,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP.B10_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP.B10,2018-04-20T00:00:00Z,FP.B10,SRP141397,,laboratory sample
SRR7048818,WGS,221,123845753,PRJNA451186,SAMN08963654,Metagenome or environmental,51800765,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3980322,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S80_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S80,2018-04-20T00:00:00Z,S80,SRP141397,Homo sapiens,
SRR7048819,WGS,223,8050406713,PRJNA451186,SAMN08963708,Metagenome or environmental,3917025564,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980321,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,ShotgunPos_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,ShotgunPos,2018-04-20T00:00:00Z,ShotgunPos,SRP141397,,laboratory sample
SRR7048820,WGS,212,7229319,PRJNA451186,SAMN08963417,Metagenome or environmental,3998812,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980320,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP52_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP52,2018-04-20T00:00:00Z,FP52,SRP141397,Homo sapiens,
SRR7048821,WGS,226,67606387,PRJNA451186,SAMN08963653,Metagenome or environmental,27710947,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980319,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S79_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S79,2018-04-20T00:00:00Z,S79,SRP141397,Homo sapiens,
SRR7048822,WGS,225,17898451,PRJNA451186,SAMN08963650,Metagenome or environmental,7762075,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980318,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S76_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S76,2018-04-20T00:00:00Z,S76,SRP141397,Homo sapiens,
SRR7048823,WGS,229,379371621,PRJNA451186,SAMN08963651,Metagenome or environmental,159143821,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980317,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S77_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S77,2018-04-20T00:00:00Z,S77,SRP141397,Homo sapiens,
SRR7048824,WGS,230,720230419,PRJNA451186,SAMN08963648,Metagenome or environmental,309617225,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980316,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S74_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S74,2018-04-20T00:00:00Z,S74,SRP141397,Homo sapiens,
SRR7048825,WGS,213,93765501,PRJNA451186,SAMN08963649,Metagenome or environmental,38298791,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980315,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S75_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S75,2018-04-20T00:00:00Z,S75,SRP141397,Homo sapiens,
SRR7048826,WGS,210,4745284,PRJNA451186,SAMN08963414,Metagenome or environmental,2670219,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980314,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP49_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP49,2018-04-20T00:00:00Z,FP49,SRP141397,Homo sapiens,
SRR7048827,WGS,210,5028726,PRJNA451186,SAMN08963415,Metagenome or environmental,2774413,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980313,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP50_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP50,2018-04-20T00:00:00Z,FP50,SRP141397,Homo sapiens,
SRR7048828,WGS,170,511789,PRJNA451186,SAMN08963656,Metagenome or environmental,341793,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980312,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,VS.B2_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,VS.B2,2018-04-20T00:00:00Z,VS.B2,SRP141397,,laboratory sample
SRR7048829,WGS,205,8390721,PRJNA451186,SAMN08963533,Metagenome or environmental,4656516,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980311,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP58_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP58,2018-04-20T00:00:00Z,MP58,SRP141397,Homo sapiens,
SRR7048830,WGS,201,4143955,PRJNA451186,SAMN08963534,Metagenome or environmental,2301028,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980310,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP59_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP59,2018-04-20T00:00:00Z,MP59,SRP141397,Homo sapiens,
SRR7048831,WGS,216,5485633,PRJNA451186,SAMN08963525,Metagenome or environmental,2996074,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980309,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP50_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP50,2018-04-20T00:00:00Z,MP50,SRP141397,Homo sapiens,
SRR7048832,WGS,208,4964987,PRJNA451186,SAMN08963526,Metagenome or environmental,2724101,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3980308,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP51_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP51,2018-04-20T00:00:00Z,MP51,SRP141397,Homo sapiens,
SRR7048833,WGS,215,6497085,PRJNA451186,SAMN08963527,Metagenome or environmental,3683305,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980307,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP52_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP52,2018-04-20T00:00:00Z,MP52,SRP141397,Homo sapiens,
SRR7048834,WGS,212,7391002,PRJNA451186,SAMN08963528,Metagenome or environmental,4108477,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980306,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP53_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP53,2018-04-20T00:00:00Z,MP53,SRP141397,Homo sapiens,
SRR7048835,WGS,213,10346783,PRJNA451186,SAMN08963529,Metagenome or environmental,5731226,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980305,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP54_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP54,2018-04-20T00:00:00Z,MP54,SRP141397,Homo sapiens,
SRR7048836,WGS,211,9849836,PRJNA451186,SAMN08963530,Metagenome or environmental,5435384,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980304,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP55_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP55,2018-04-20T00:00:00Z,MP55,SRP141397,Homo sapiens,
SRR7048837,WGS,210,4352445,PRJNA451186,SAMN08963531,Metagenome or environmental,2453658,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980303,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP56_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP56,2018-04-20T00:00:00Z,MP56,SRP141397,Homo sapiens,
SRR7048838,WGS,206,4448113,PRJNA451186,SAMN08963532,Metagenome or environmental,2522291,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980302,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP57_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP57,2018-04-20T00:00:00Z,MP57,SRP141397,Homo sapiens,
SRR7048839,AMPLICON,502,7467250,PRJNA451186,SAMN08963569,Metagenome or environmental,4584538,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980301,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B4_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B4,2018-04-20T00:00:00Z,S.B4,SRP141397,,laboratory sample
SRR7048840,AMPLICON,502,820268,PRJNA451186,SAMN08963568,Metagenome or environmental,610106,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980300,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B3_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B3,2018-04-20T00:00:00Z,S.B3,SRP141397,,laboratory sample
SRR7048841,AMPLICON,502,27108,PRJNA451186,SAMN08963561,Metagenome or environmental,97184,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980299,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B1_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B1,2018-04-20T00:00:00Z,S.B1,SRP141397,,laboratory sample
SRR7048842,AMPLICON,502,32510022,PRJNA451186,SAMN08963560,Metagenome or environmental,20382474,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980298,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,POS.control5_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,POS.control5,2018-04-20T00:00:00Z,POS.control5,SRP141397,,laboratory sample
SRR7048843,AMPLICON,502,1699772,PRJNA451186,SAMN08963563,Metagenome or environmental,1152966,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980297,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B11_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B11,2018-04-20T00:00:00Z,S.B11,SRP141397,,laboratory sample
SRR7048844,AMPLICON,502,2154584,PRJNA451186,SAMN08963562,Metagenome or environmental,1444412,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980296,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B10_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B10,2018-04-20T00:00:00Z,S.B10,SRP141397,,laboratory sample
SRR7048845,AMPLICON,502,2746442,PRJNA451186,SAMN08963565,Metagenome or environmental,1898089,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980295,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S.B13_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S.B13,2018-04-20T00:00:00Z,S.B13,SRP141397,,laboratory sample
